Series Name,Series Code,Country Name,Country Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,EAS,75.8685854337846,76.0715281382642,76.2656075053756,76.4434497075294,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (excluding high income),EAP,75.0019150982618,75.2176631582702,75.4097032387878,75.5810020257993,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (IDA & IBRD countries),TEA,75.0402245010869,75.2562801026236,75.448435105141,75.6196224468338,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Euro area,EMU,81.9323163550777,82.0495811667699,82.3261827822172,81.5358828056894,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,ECS,77.7899565668106,77.9092530428108,78.1591274605138,77.3904497296709,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (excluding high income),ECA,73.5121641340298,73.6821793783286,73.9559514772113,73.1611310175678,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (IDA & IBRD countries),TEC,73.9036024121306,74.0456465503097,74.3207353550341,73.4831176991123,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,European Union,EUU,80.9308386443383,81.0270235057671,81.31327017295,80.4637018880586,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fragile and conflict affected situations,FCS,61.8934663837358,62.1951617653825,62.4812647464825,62.7534561513537,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Heavily indebted poor countries (HIPC),HPC,62.748671772017,63.1349911561301,63.4864553256302,63.8096279614673,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income,HIC,80.6844090278936,80.7839720977548,80.9780531227223,80.3072393310149,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IBRD only,IBD,73.2075493810107,73.4123304298144,73.6155442434613,73.7015856204204,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA & IBRD total,IBT,70.8733264198726,71.0810991683187,71.2810998904137,71.3880844315818,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA blend,IDB,61.8891292033631,62.1618673864433,62.4089972219881,62.6349500666142,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA only,IDX,64.9738962788673,65.3053098277412,65.6143077206477,65.9016315611475,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA total,IDA,63.9370980929765,64.2486761969651,64.5369488281983,64.8039437358971,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Late-demographic dividend,LTE,76.0176787424202,76.2276557948749,76.4412881269183,76.4388918288518,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,LCN,75.2820866077559,75.4408494044772,75.6014950394695,75.762427569981,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean (excluding high income),LAC,75.2516345319507,75.4225013698511,75.5913263871771,75.7582091674716,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,75.1942820911752,75.3573280274652,75.5203877691048,75.6828220726702,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Least developed countries: UN classification,LDC,64.7062796007218,65.038269357477,65.3439325137345,65.6289399415688,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low & middle income,LMY,70.8101779062751,71.0220727640828,71.2229539945314,71.3397892278269,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,63.0281199479664,63.3874993839884,63.7277492102326,64.0537576786637,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lower middle income,LMC,68.6411330020556,68.8696371531745,69.0884916733125,69.2828184556876,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,MEA,73.8998180588421,74.0888330897789,74.2708741030731,74.4477337438886,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (excluding high income),MNA,73.3942152265809,73.5873387037914,73.7775893150047,73.9654230228965,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (IDA & IBRD countries),TMN,73.3900758435144,73.5836236325898,73.7742356819193,73.9623843227375,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,71.6535692808251,71.8620838617374,72.0607612706868,72.1678082672686,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,78.8790919678033,78.9867905163126,79.1233652977549,77.7411629363876,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not classified,INX,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,OECD members,OED,80.0046054355155,80.1018995609272,80.285345286929,79.701853222832,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Other small states,OSS,68.2249235442334,68.548260551348,68.8355848870529,69.0319829742748,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pacific island small states,PSS,69.7742832547289,69.9290487994467,70.079731488335,70.2275053761847,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Post-demographic dividend,PST,80.5969220333031,80.6907637824426,80.889960334263,80.1627308445989,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pre-demographic dividend,PRE,60.4274565443409,60.8209419966658,61.1759780623445,61.4987693990592,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,69.2761523057289,69.5421346858479,69.7813233816927,69.9519871025813,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,69.1713277262734,69.4122699440301,69.6436174250367,69.867846801551,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia (IDA & IBRD),TSA,69.1713277262734,69.4122699440301,69.6436174250367,69.867846801551,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,60.8800162996276,61.273032490238,61.6274515420848,61.9511085383077,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (excluding high income),SSA,60.8787914144172,61.2719943146726,61.6263561968196,61.9497836200855,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,60.8800162996276,61.273032490238,61.6274515420848,61.9511085383077,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,75.534193195893,75.7461601082425,75.9503654929953,75.9774633973644,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,72.3914062510994,72.5739803714763,72.7626667582702,72.747303139606,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Afghanistan,AFG,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Albania,ALB,97.77841,97.44221,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Algeria,DZA,99.48537,99.6475,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,American Samoa,ASM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Andorra,AND,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Angola,AGO,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Antigua and Barbuda,ATG,97.55055,99.3101,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Argentina,ARG,99.48052,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Armenia,ARM,92.31421,90.843,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Aruba,ABW,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Australia,AUS,96.4991,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Austria,AUT,88.64471,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Azerbaijan,AZE,97.93103,92.61575,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Bahamas, The",BHS,..,74.38987,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Bahrain,BHR,98.72605,98.10484,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Bangladesh,BGD,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Barbados,BRB,96.55139,98.38821,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Belarus,BLR,95.9291,95.20914,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Belgium,BEL,99.11352,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Belize,BLZ,99.35225,99.01278,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Benin,BEN,97.03352,97.21103,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Bermuda,BMU,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Bhutan,BTN,89.69917,90.06547,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Bolivia,BOL,91.48686,93.18324,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Bosnia and Herzegovina,BIH,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Botswana,BWA,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Brazil,BRA,97.55117,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,British Virgin Islands,VGB,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Brunei Darussalam,BRN,96.14464,96.07682,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Bulgaria,BGR,88.08615,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Burkina Faso,BFA,77.00507,79.34168,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Burundi,BDI,95.54934,93.4166,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Cabo Verde,CPV,92.98582,93.52897,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Cambodia,KHM,90.8034,90.69029,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Cameroon,CMR,92.87395,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Canada,CAN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Cayman Islands,CYM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Central African Republic,CAF,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Chad,TCD,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Channel Islands,CHI,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Chile,CHL,94.77589,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,China,CHN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Colombia,COL,97.34596,97.75807,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Comoros,COM,84.18473,81.73896,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Congo, Dem. Rep.",COD,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Congo, Rep.",COG,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Costa Rica,CRI,96.55127,97.40817,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Cote d'Ivoire,CIV,88.60837,93.69235,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Croatia,HRV,97.9936,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Cuba,CUB,95.68529,97.84442,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Curacao,CUW,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Cyprus,CYP,97.77608,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Czech Republic,CZE,89.35757,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Denmark,DNK,98.86326,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Djibouti,DJI,59.96579,62.10696,67.02502,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Dominica,DMA,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Dominican Republic,DOM,94.3396,93.86741,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Ecuador,ECU,98.03402,97.5804,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Egypt, Arab Rep.",EGY,98.59325,98.45783,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,El Salvador,SLV,80.96574,81.60033,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Equatorial Guinea,GNQ,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Eritrea,ERI,52.25595,51.8316,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Estonia,EST,93.93227,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Eswatini,SWZ,82.59389,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Ethiopia,ETH,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Faroe Islands,FRO,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Fiji,FJI,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Finland,FIN,98.6897,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,France,FRA,99.468,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,French Polynesia,PYF,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Gabon,GAB,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Gambia, The",GMB,80.15436,81.80852,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Georgia,GEO,99.24104,99.21379,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Germany,DEU,90.35417,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Ghana,GHA,85.74174,85.00771,86.69982,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Gibraltar,GIB,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Greece,GRC,98.22037,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Greenland,GRL,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Grenada,GRD,..,99.23558,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Guam,GUM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Guatemala,GTM,88.19802,89.21348,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Guinea,GIN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Guinea-Bissau,GNB,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Guyana,GUY,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Haiti,HTI,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Honduras,HND,80.47058,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Hong Kong SAR, China",HKG,96.54356,96.26568,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Hungary,HUN,96.50686,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Iceland,ISL,99.92112,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,India,IND,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Indonesia,IDN,94.9388,94.37668,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Iran, Islamic Rep.",IRN,99.77089,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Iraq,IRQ,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Ireland,IRL,99.88462,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Isle of Man,IMN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Israel,ISR,97.32018,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Italy,ITA,97.24291,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Jamaica,JAM,82.8713,81.38229,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Japan,JPN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Jordan,JOR,80.21221,80.95397,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Kazakhstan,KAZ,99.0986,98.93539,98.77294,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Kenya,KEN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Kiribati,KIR,96.08751,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Korea, Rep.",KOR,97.54773,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Kosovo,XKX,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Kuwait,KWT,91.66328,88.23607,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Kyrgyz Republic,KGZ,98.52371,98.66818,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Lao PDR,LAO,92.48614,91.46712,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Latvia,LVA,97.10907,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Lebanon,LBN,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Lesotho,LSO,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Liberia,LBR,44.56983,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Libya,LBY,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Liechtenstein,LIE,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Lithuania,LTU,99.60231,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Luxembourg,LUX,98.35886,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Macao SAR, China",MAC,96.80779,96.4155,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Madagascar,MDG,..,96.86561,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Malawi,MWI,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Malaysia,MYS,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Maldives,MDV,95.42582,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Mali,MLI,67.335,58.94142,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Malta,MLT,99.55322,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Marshall Islands,MHL,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Mauritania,MRT,78.31999,80.30889,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Mauritius,MUS,96.18162,94.99232,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Mexico,MEX,99.16952,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Moldova,MDA,89.71414,89.78655,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Monaco,MCO,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Mongolia,MNG,98.85288,98.69302,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Montenegro,MNE,96.14284,96.87095,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Morocco,MAR,96.94964,99.15589,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Mozambique,MOZ,89.87354,93.92934,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Myanmar,MMR,97.66256,98.0528,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Namibia,NAM,98.13524,98.14776,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Nauru,NRU,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Nepal,NPL,96.47713,..,96.2984,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Netherlands,NLD,99.02854,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,New Caledonia,NCL,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,New Zealand,NZL,99.17788,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Nicaragua,NIC,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Niger,NER,66.48804,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Nigeria,NGA,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,North Macedonia,MKD,95.72853,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Northern Mariana Islands,MNP,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Norway,NOR,99.88251,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Oman,OMN,97.87145,95.46999,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Pakistan,PAK,65.48858,68.18916,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Palau,PLW,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Panama,PAN,86.78174,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Papua New Guinea,PNG,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Paraguay,PRY,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Peru,PER,98.88371,98.50107,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Philippines,PHL,95.02535,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Poland,POL,97.15992,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Portugal,PRT,97.71146,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Puerto Rico,PRI,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Qatar,QAT,97.77522,98.19449,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Romania,ROU,85.70889,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Russian Federation,RUS,97.83826,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Rwanda,RWA,96.9315,95.28152,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Samoa,WSM,96.20166,95.74675,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,San Marino,SMR,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sao Tome and Principe,STP,93.9669,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Saudi Arabia,SAU,95.77996,95.10772,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Senegal,SEN,76.46058,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Serbia,SRB,98.56031,98.22264,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Seychelles,SYC,92.80506,92.85742,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sierra Leone,SLE,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Singapore,SGP,99.96919,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Sint Maarten (Dutch part),SXM,..,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Slovak Republic,SVK,83.15362,..,..,..,..
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,Slovenia,SVN,98.31049,..,..,..,..
